pair_id,left_id,right_id,left_source,right_source,names_left,names_right,categories_left,categories_right,confidence_left,confidence_right,websites_left,websites_right,socials_left,socials_right,emails_left,emails_right,phones_left,phones_right,brand_left,brand_right,addresses_left,addresses_right
1053,505898f05d24dabaa9bc5b84,08f2a8b0d3713a7403fe6010d0ffb732,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""505898f05d24dabaa9bc5b84"",""update_time"":""2024-10-11T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1407374891308766"",""update_time"":""2024-12-30T09:16:07.607Z"",""confidence"":0.77}]","{""primary"":""Coinstar"",""common"":{},""rules"":[]}","{""primary"":""Coinstar Kiosk – Bitcoin ATM""}","{""primary"":""Business and Professional Services > Financial Service > Banking and Finance > Bank"",""alternate"":[]}","{""primary"":""atms""}",1.0,0.77,"[""http://www.coinstar.com""]","[""https://www.coinstar.com/kiosk-info?KioskId=10486""]","[""https://www.twitter.com/coinstar"",null,null]",,[null],,"[""(800) 928-2274""]","[""8009282274""]","{""wikidata"":"""",""names"":{""primary"":""Coinstar"",""common"":{},""rules"":[]}}",,"[{""freeform"":""3228 Randleman Rd"",""locality"":""Greensboro"",""region"":""NC"",""country"":""US"",""postcode"":""27406""}]","[{""freeform"":""3228 Randleman Rd, Food Lion"",""locality"":""Greensboro"",""postcode"":""27406"",""region"":""NC"",""country"":""US""}]"
1054,090da4b33e7549d073402853,08f3966534d9dc000361acdf01425035,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""090da4b33e7549d073402853"",""update_time"":""2024-09-23T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""637633879770965"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9445655559015883}]","{""primary"":""Boulangerie Pât. Darrigrand"",""common"":{},""rules"":[]}","{""primary"":""Boulangerie Darrigrand""}","{""primary"":""Dining and Drinking > Bakery"",""alternate"":[""Dining and Drinking > Dessert Shop > Pastry Shop""]}","{""primary"":""bakery"",""alternate"":[""fast_food_restaurant"",""restaurant""]}",1.0,0.9445655559015883,[null],,"[null,null,null]","[""https://www.facebook.com/637633879770965""]",[null],,"[""05 59 02 36 08""]","[""+33559023608""]","{""wikidata"":"""",""names"":{""primary"":""Boulangerie Pât. Darrigrand"",""common"":{},""rules"":[]}}",,"[{""freeform"":""rue Berlioz"",""locality"":""Pau"",""region"":""Pyrénées-Atlantiques"",""country"":""FR"",""postcode"":""64000""}]","[{""freeform"":""Rue Berlioz"",""postcode"":""64000"",""country"":""FR""}]"
1055,4da8919c93a021ab13cd0b2b,08f1f981762a894b0367e8c49d5125c5,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4da8919c93a021ab13cd0b2b"",""update_time"":""2024-07-03T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""113604964562204"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9645127118644068}]","{""primary"":""Comune Di Ponderano"",""common"":{},""rules"":[]}","{""primary"":""Comune di Ponderano""}","{""primary"":""Community and Government > Town Hall"",""alternate"":[]}","{""primary"":""public_service_and_government"",""alternate"":[""town_hall"",""central_government_office""]}",1.0,0.9645127118644068,"[""http://www.comune.ponderano.bi.it""]","[""http://www.comunediponderano.it/""]","[null,null,null]","[""https://www.facebook.com/113604964562204""]","[""urpponderano@ptb.provincia.biella.it""]",,"[""391 554 1224""]","[""+39015541224""]","{""wikidata"":"""",""names"":{""primary"":""Comune Di Ponderano"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Via Edmondo de Amicis 7"",""locality"":""Ponderano"",""region"":""Biella"",""country"":""IT""}]","[{""freeform"":""Via Edmondo De Amicis, 7"",""locality"":""Ponderano"",""postcode"":""13875"",""region"":""21"",""country"":""IT""}]"
1056,51d99313498e20fcfb2f2d8f,08f8116b1e613a4303a020347a4b466b,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""51d99313498e20fcfb2f2d8f"",""update_time"":""2024-07-02T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""228127957530789"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.39415041782729804}]","{""primary"":""Depósito de Bebidas"",""common"":{},""rules"":[]}","{""primary"":""Depósito de Bebidas""}","{""primary"":""Retail > Food and Beverage Retail"",""alternate"":[]}","{""primary"":""grocery_store"",""alternate"":[""bar"",""dance_club""]}",1.0,0.3941504178272981,[null],,"[null,null,null]","[""https://www.facebook.com/228127957530789""]",[null],,[null],"[""+557134619694""]","{""wikidata"":"""",""names"":{""primary"":""Depósito de Bebidas"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Rua Lineu de Paula Barreto 195"",""locality"":""Salvador"",""region"":""BA"",""country"":""BR""}]","[{""freeform"":""Rua Novo Paraíso, 25"",""locality"":""Salvador"",""postcode"":""41750-280"",""region"":""BA"",""country"":""BR""}]"
1057,4c70b955d7fab1f70a985fc9,08fbe0e34b44c79a035b92414e02f7e3,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4c70b955d7fab1f70a985fc9"",""update_time"":""2024-06-07T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""1705953706390441"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9837452982267598}]","{""primary"":""Raineri’s Continental Delicatessen"",""common"":{},""rules"":[]}","{""primary"":""Raineri's Continental Delicatessen""}","{""primary"":""Dining and Drinking > Restaurant > Deli"",""alternate"":[]}","{""primary"":""delicatessen"",""alternate"":[""grocery_store"",""supermarket""]}",1.0,0.9837452982267598,[null],,"[null,null,null]","[""https://www.facebook.com/1705953706390441""]",[null],,"[""(02) 9713 6886""]","[""+61297136886""]","{""wikidata"":"""",""names"":{""primary"":""Raineri’s Continental Delicatessen"",""common"":{},""rules"":[]}}",,"[{""freeform"":""97 Great North Rd"",""locality"":""Five Dock"",""region"":""NSW"",""country"":""AU"",""postcode"":""2046""}]","[{""freeform"":""97 Great North Rd"",""locality"":""Sydney"",""postcode"":""2046"",""region"":""NSW"",""country"":""AU""}]"
1058,52480b3b11d2289df651c64a,08f8c1078a53124603e6f76093a9dc61,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""52480b3b11d2289df651c64a"",""update_time"":""2024-07-16T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""590956951048611"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.48103896103896104}]","{""primary"":""Starbucks"",""common"":{},""rules"":[]}","{""primary"":""Starbucks""}","{""primary"":""Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop"",""alternate"":[]}","{""primary"":""coffee_shop"",""alternate"":[""business"",""eat_and_drink""]}",1.0,0.48103896103896104,"[""http://www.starbucks.co.id""]","[""http://www.starbucks.co.id/""]","[null,null,null]","[""https://www.facebook.com/590956951048611""]","[""info@starbucks.com""]",,[null],"[""+622157900254""]","{""wikidata"":"""",""names"":{""primary"":""Starbucks"",""common"":{},""rules"":[]}}","{""names"":{""primary"":""Starbucks""}}","[{""freeform"":""Jln. Karet"",""locality"":""Jakarta Selatan"",""region"":""DKI Jakarta"",""country"":""ID""}]","[{""freeform"":""Jalan Jenderal Sudirman 1"",""locality"":""Jakarta Selatan"",""postcode"":""12910"",""country"":""ID""}]"
1059,4ebbd16fb8f7074b3497ec43,08f658aae00212c0030541e94bf22b4b,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4ebbd16fb8f7074b3497ec43"",""update_time"":""2024-02-06T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""237881499658611"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.48103896103896104}]","{""primary"":""วัดห้วยปราบ ต. บ่อวิน อ.ศรีราชา ชลบุรี"",""common"":{},""rules"":[]}","{""primary"":""วัดห้วยปราบ""}","{""primary"":""Community and Government > Spiritual Center > Temple"",""alternate"":[]}","{""primary"":""buddhist_temple"",""alternate"":[""accommodation""]}",1.0,0.48103896103896104,[null],,"[null,null,null]","[""https://www.facebook.com/237881499658611""]",[null],,[null],,"{""wikidata"":"""",""names"":{""primary"":""วัดห้วยปราบ ต. บ่อวิน อ.ศรีราชา ชลบุรี"",""common"":{},""rules"":[]}}",,"[{""country"":""TH""}]","[{""country"":""TH""}]"
1060,699f43d457474a687c2c7dff,08f2668b12d04cee03ea9776643bed86,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""699f43d457474a687c2c7dff"",""update_time"":""2024-10-12T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""105076280848084"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""Baghdad Food Mart"",""common"":{},""rules"":[]}","{""primary"":""Baghdad foodmart""}","{""primary"":""Retail > Food and Beverage Retail > Grocery Store"",""alternate"":[]}","{""primary"":""grocery_store"",""alternate"":[""supermarket"",""halal_restaurant""]}",1.0,0.7927927927927928,"[""http://bfoodmart.com""]","[""http://bfoodmart.com""]","[null,null,null]","[""https://www.facebook.com/105076280848084""]",[null],,"[""(502) 709-5115""]","[""+15027095115""]","{""wikidata"":"""",""names"":{""primary"":""Baghdad Food Mart"",""common"":{},""rules"":[]}}",,"[{""freeform"":""6921 Southside Dr Ste A"",""locality"":""Louisville"",""region"":""KY"",""country"":""US"",""postcode"":""40214""}]","[{""freeform"":""6921 Southside Dr"",""locality"":""Louisville"",""postcode"":""40214-3721"",""region"":""KY"",""country"":""US""}]"
1061,a3cb0b4e7cfd4724893c921c,08f186549e3445160349ba90d3aa7e20,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""a3cb0b4e7cfd4724893c921c"",""update_time"":""2023-10-22T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""1220835768019051"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9445655559015883}]","{""primary"":""Vesqual Constructeur"",""common"":{},""rules"":[]}","{""primary"":""Vesqual""}","{""primary"":""Business and Professional Services"",""alternate"":[]}","{""primary"":""construction_services"",""alternate"":[""contractor"",""bar""]}",1.0,0.9445655559015883,"[""http://www.vesqual-constructeur.fr""]","[""http://www.vesqual-constructeur.com/""]","[null,null,null]","[""https://www.facebook.com/1220835768019051""]",[null],,"[""02 31 94 60 90""]","[""+33231940214""]","{""wikidata"":"""",""names"":{""primary"":""Vesqual Constructeur"",""common"":{},""rules"":[]}}",,"[{""freeform"":""35 rue des Prairies Saint-Gilles"",""locality"":""Caen"",""region"":""Calvados"",""country"":""FR"",""postcode"":""14000""}]","[{""freeform"":""35 Rue des Prairies Saint-Gilles"",""locality"":""Caen"",""postcode"":""14000"",""country"":""FR""}]"
1062,e680125e8dee42318b93c529,08f1f18c768d9d6603f4c1aa83c6e520,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""e680125e8dee42318b93c529"",""update_time"":""2024-10-08T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1407374887725892"",""update_time"":""2024-11-12T21:53:52.607Z"",""confidence"":0.77}]","{""primary"":""DEKRA Automobil GmbH Kfz-Prüfstelle Belzig"",""common"":{},""rules"":[]}","{""primary"":""DEKRA""}","{""primary"":""Business and Professional Services > Legal Service"",""alternate"":[]}","{""primary"":""car_inspector"",""alternate"":[""emissions_inspection"",""automotive""]}",1.0,0.77,"[""https://www.dekra.de/de/belzig""]","[""https://www.dekra.de/de/belzig""]","[null,null,null]",,"[""brandenburg.automobil@dekra.com""]",,"[""04933 8176920""]","[""0338176920""]","{""wikidata"":"""",""names"":{""primary"":""DEKRA Automobil GmbH Kfz-Prüfstelle Belzig"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Forstweg 8A"",""locality"":""Bad Belzig"",""region"":""Brandenburg"",""country"":""DE"",""postcode"":""14806""}]","[{""freeform"":""Forstweg 8A"",""locality"":""Bad Belzig"",""postcode"":""14806"",""region"":""Brandenburg"",""country"":""DE""}]"
1063,6ee450cb3342482dcd975e05,08f1fa54e8b59450032bc68aa78e7736,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""6ee450cb3342482dcd975e05"",""update_time"":""2024-10-08T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""844424932750398"",""update_time"":""2020-08-26T08:35:33.717Z"",""confidence"":0.77}]","{""primary"":""Zahnarztpraxis Arslan Nilgün"",""common"":{},""rules"":[]}","{""primary"":""Zahnarztpraxis Nilgün Arslan""}","{""primary"":""Health and Medicine > Dentist"",""alternate"":[]}","{""primary"":""dentist"",""alternate"":[""health_and_medical""]}",1.0,0.77,[null],"[""http://www.zahnarztpraxis-arslan.de/""]","[null,null,null]",,"[""info@zahnarzt-kryjom.de""]",,"[""04924 5264900""]","[""0245264900""]","{""wikidata"":"""",""names"":{""primary"":""Zahnarztpraxis Arslan Nilgün"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Parkstr. 9"",""locality"":""Heinsberg"",""region"":""Nordrhein-Westfalen"",""country"":""DE"",""postcode"":""52525""}]","[{""freeform"":""Parkstr. 9"",""locality"":""Heinsberg"",""postcode"":""52525"",""region"":""Nordrhein-Westfalen"",""country"":""DE""}]"
1064,3093145894944c71bd8df0c0,08f1f2e5048d164e03fd620dbb04a308,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""3093145894944c71bd8df0c0"",""update_time"":""2024-09-23T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""196576851223977"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9645127118644068}]","{""primary"":""Lindells Bil"",""common"":{},""rules"":[]}","{""primary"":""Lindell's Car Nissan""}","{""primary"":""Business and Professional Services > Automotive Service > Automotive Repair Shop"",""alternate"":[]}","{""primary"":""automotive_repair"",""alternate"":[""car_dealer"",""automotive_dealer""]}",1.0,0.9645127118644068,"[""http://www.lindellsbil.se""]","[""http://www.lindellsbil.se""]","[null,""https://www.facebook.com/193420047384847"",null]","[""https://www.facebook.com/196576851223977""]","[""lars.karlsson@lindellsbil.se""]",,"[""042-20 38 90""]","[""+4642203890""]","{""wikidata"":"""",""names"":{""primary"":""Lindells Bil"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Fiberg. 3"",""locality"":""Billesholm"",""region"":""SKaNE LaN"",""country"":""SE"",""postcode"":""267 73""}]","[{""freeform"":""Fibergatan 3"",""locality"":""Billesholm"",""postcode"":""267 73"",""country"":""SE""}]"
1065,530aecc6498e1f83f9135be0,08f2e6e080ce50c003e8b295a966034e,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""530aecc6498e1f83f9135be0"",""update_time"":""2024-08-07T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""268861903281520"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9837452982267598}]","{""primary"":""豊岡グリーンホテルモーリス"",""common"":{},""rules"":[]}","{""primary"":""豊岡グリーンホテルモーリス""}","{""primary"":""Travel and Transportation > Lodging > Bed and Breakfast"",""alternate"":[]}","{""primary"":""hotel"",""alternate"":[""accommodation"",""lodge""]}",1.0,0.9837452982267598,"[""http://www.hotel-morris.co.jp/toyooka/""]","[""http://www.hotel-morris.co.jp/toyooka/index.html""]","[null,null,null]","[""https://www.facebook.com/268861903281520""]",[null],,"[""0796-23-5551""]","[""+81796235551""]","{""wikidata"":"""",""names"":{""primary"":""豊岡グリーンホテルモーリス"",""common"":{},""rules"":[]}}",,"[{""freeform"":""千代田町6-32"",""locality"":""豊岡市"",""region"":""兵庫県"",""country"":""JP"",""postcode"":""668-0032""}]","[{""freeform"":""兵庫県豊岡市千代田町６−３２"",""locality"":""豊岡市"",""postcode"":""668-0032"",""country"":""JP""}]"
1066,b38c902fabb344627bbfc7b6,08f274d15017260003b9bda541978947,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""b38c902fabb344627bbfc7b6"",""update_time"":""2024-10-13T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""116675148370265"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.2868663594470046}]","{""primary"":""Law Office of Lynnmarie Johnson"",""common"":{},""rules"":[]}","{""primary"":""Law Office of Lynnmarie Johnson""}","{""primary"":""Business and Professional Services > Legal Service > Law Office"",""alternate"":[]}","{""primary"":""lawyer"",""alternate"":[""legal_services"",""professional_services""]}",1.0,0.28686635944700467,"[""http://www.trustlynnmarie.com""]","[""http://www.TrustLynnmarie.com/""]","[null,null,null]","[""https://www.facebook.com/116675148370265""]","[""laj@trustlynnmarie.com""]",,"[""(810) 820-2791""]","[""+18108202791""]","{""wikidata"":"""",""names"":{""primary"":""Law Office of Lynnmarie Johnson"",""common"":{},""rules"":[]}}",,"[{""freeform"":""4488 W Bristol Rd Ste 225"",""locality"":""Flint"",""region"":""MI"",""country"":""US"",""postcode"":""48507""}]","[{""freeform"":""4488 W Bristol Rd"",""locality"":""Flint"",""postcode"":""48507-3100"",""region"":""MI"",""country"":""US""}]"
1067,5cbf7e0a971317002d4d3789,08f1e3605210bbab0346d7383d230943,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""5cbf7e0a971317002d4d3789"",""update_time"":""2024-10-08T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""153879124483460"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9253962118283726},{""property"":""/properties/existence"",""dataset"":""Microsoft"",""record_id"":""562949959082767"",""update_time"":""2024-12-07T15:53:01.980Z"",""confidence"":0.77}]","{""primary"":""Schreinerei Kurt Baier"",""common"":{},""rules"":[]}","{""primary"":""Schreinerei Baier Kurt""}","{""primary"":""Retail > Construction Supplies Store"",""alternate"":[]}","{""primary"":""carpenter""}",1.0,0.9828411287205256,"[""https://www.schreinerei-baierkurt.de""]","[""http://www.schreinerei-baierkurt.de/""]","[null,""https://www.facebook.com/223790204828407"",null]","[""https://www.facebook.com/153879124483460""]","[""kontakt@schreinerei-baierkurt.de""]",,"[""09978 8011994""]","[""+4999788011994""]","{""wikidata"":"""",""names"":{""primary"":""Schreinerei Kurt Baier"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Schwarzachstr. 13"",""locality"":""Schönthal"",""region"":""Bayern"",""country"":""DE"",""postcode"":""93488""}]","[{""freeform"":""Schwarzachstraße 13"",""locality"":""Schönthal"",""postcode"":""93488"",""country"":""DE""}]"
1068,51945a0a498ed263028616a7,08fa89e964d5c78903fe0cc1734d57c0,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""51945a0a498ed263028616a7"",""update_time"":""2024-02-28T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""1266450733461384"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.7927927927927928}]","{""primary"":""Supermercado De Nadai"",""common"":{},""rules"":[]}","{""primary"":""Supermercado De Nadai""}","{""primary"":""Retail > Market"",""alternate"":[]}","{""primary"":""supermarket"",""alternate"":[""grocery_store"",""professional_services""]}",1.0,0.7927927927927928,[null],,"[null,null,null]","[""https://www.facebook.com/1266450733461384""]",[null],,"[""(27) 3727-1179""]","[""+552737271179""]","{""wikidata"":"""",""names"":{""primary"":""Supermercado De Nadai"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Av Joao XXIII"",""locality"":""São Gabriel da Palha"",""region"":""ES"",""country"":""BR"",""postcode"":""29780-000""}]","[{""freeform"":""Rua João Dias, 115"",""locality"":""São Gabriel da Palha"",""postcode"":""29780-000"",""region"":""ES"",""country"":""BR""}]"
1069,5058991a5d24dabaa9bc716a,08f12db34575e253037b6f6469146181,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""5058991a5d24dabaa9bc716a"",""update_time"":""2024-10-14T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""Microsoft"",""record_id"":""1407374891305913"",""update_time"":""2024-12-30T16:03:50.340Z"",""confidence"":0.77}]","{""primary"":""Coinstar"",""common"":{},""rules"":[]}","{""primary"":""Coinstar Kiosk – Bitcoin ATM""}","{""primary"":""Business and Professional Services > Financial Service > Banking and Finance > Bank"",""alternate"":[]}","{""primary"":""atms""}",1.0,0.77,"[""http://www.coinstar.com""]","[""https://www.coinstar.com/kiosk-info?KioskId=23403""]","[""https://www.twitter.com/coinstar"",null,null]",,[null],,"[""(800) 928-2274""]","[""8009282274""]","{""wikidata"":"""",""names"":{""primary"":""Coinstar"",""common"":{},""rules"":[]}}",,"[{""freeform"":""305 W Kathleen Ave"",""locality"":""Coeur D Alene"",""region"":""ID"",""country"":""US"",""postcode"":""83815""}]","[{""freeform"":""Manito Super 1 Foods, 305 W Kathleen Ave"",""locality"":""Coeur D Alene"",""postcode"":""83814"",""region"":""ID"",""country"":""US""}]"
1070,4e8f6943db6347b4bfad592d,08f1fa6d2a82c6c6030a05ff16f85396,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""4e8f6943db6347b4bfad592d"",""update_time"":""2024-07-03T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""217441115632829"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9645127118644068}]","{""primary"":""Sécuritest Contrôle Technique Automobile Saint Amand les Eaux"",""common"":{},""rules"":[]}","{""primary"":""Sécuritest""}",{},"{""primary"":""automotive_repair"",""alternate"":[""automotive_consultant"",""automotive""]}",1.0,0.9645127118644068,"[""https://centre-controle-technique.securitest.fr/hauts-de-france/nord/st-amand-les-eaux/18-avenue-ernest-couteaux?y_source=1_MjAxNDc0MjQtODI3LWxvY2F0aW9uLndlYnNpdGU=""]","[""https://centre-controle-technique.securitest.fr/hauts-de-france/nord/saint-amand-les-eaux/18-avenue-ernest-couteaux?utm_source=Yext&utm_medium=Facebook&y_source=1_MjAxNDc0MjQtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[null,null,null]","[""https://www.facebook.com/217441115632829""]",[null],,[null],"[""+33327486986""]","{""wikidata"":"""",""names"":{""primary"":""Sécuritest Contrôle Technique Automobile Saint Amand les Eaux"",""common"":{},""rules"":[]}}","{""names"":{""primary"":""Sécuritest""}}","[{""freeform"":""18 avenue Ernest Couteaux"",""locality"":""Saint Amand les Eaux"",""region"":""Nord"",""country"":""FR"",""postcode"":""59230""}]","[{""freeform"":""18 Avenue Ernest Couteaux"",""locality"":""Saint-Amand-les-Eaux"",""postcode"":""59230"",""country"":""FR""}]"
1071,58937c6b2ec36429cb217ffe,08fa87518859a94003e65744f48b3b5b,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""58937c6b2ec36429cb217ffe"",""update_time"":""2020-11-24T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""1657360874560637"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.23154848046309695}]","{""primary"":""Serviço Ambulatorial Especializado"",""common"":{},""rules"":[]}","{""primary"":""Serviço Ambulatorial Especializado""}","{""primary"":""Health and Medicine > Medical Center"",""alternate"":[]}","{""primary"":""medical_center"",""alternate"":[""health_and_medical"",""hospital""]}",1.0,0.23154848046309695,[null],,"[null,null,null]","[""https://www.facebook.com/1657360874560637""]",[null],,[null],,"{""wikidata"":"""",""names"":{""primary"":""Serviço Ambulatorial Especializado"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Rua Antônio João"",""locality"":""Ponta Porã"",""region"":""Mato Grosso do Sul"",""country"":""BR"",""postcode"":""79900-000""}]","[{""freeform"":""Rua Antônio João"",""postcode"":""79900-000"",""country"":""BR""}]"
1072,b2a341eb5eb646ddc76b0555,08f194adae234690030807b89af95082,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""b2a341eb5eb646ddc76b0555"",""update_time"":""2024-08-08T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""937222316465092"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.8682352941176471}]","{""primary"":""Momo and Co. Design"",""common"":{},""rules"":[]}","{""primary"":""Momo and Co.""}","{""primary"":""Business and Professional Services"",""alternate"":[]}","{""primary"":""shopping"",""alternate"":[""architectural_designer""]}",1.0,0.8682352941176471,"[""http://www.momoandco.design""]","[""http://www.momoandcohome.com/""]","[null,null,null]","[""https://www.facebook.com/937222316465092""]",[null],,"[""07754 186892""]","[""+442080409036""]","{""wikidata"":"""",""names"":{""primary"":""Momo and Co. Design"",""common"":{},""rules"":[]}}",,"[{""freeform"":""17 Replingham Rd"",""locality"":""London"",""region"":""Greater London"",""country"":""GB"",""postcode"":""SW18 5LT""}]","[{""freeform"":""8a Replingham Road"",""locality"":""London"",""postcode"":""SW18 5"",""region"":""ENG"",""country"":""GB""}]"
1073,d46769f6bd9b406378f68f41,08f1ea5730172069034b97bd17a49833,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""d46769f6bd9b406378f68f41"",""update_time"":""2024-07-03T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""535418789947066"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9544061302681992}]","{""primary"":""Vinicola Al Mulinat SNC"",""common"":{},""rules"":[]}","{""primary"":""Vinicola Al Mulinat""}",{},"{""primary"":""winery"",""alternate"":[""liquor_store""]}",1.0,0.9544061302681992,"[""http://www.vinicolaalmulinat.com""]","[""https://vinicolaalmulinat.it/""]","[null,null,null]","[""https://www.facebook.com/535418789947066""]",[null],,"[""0421 359925""]","[""+390421359925""]","{""wikidata"":"""",""names"":{""primary"":""Vinicola Al Mulinat SNC"",""common"":{},""rules"":[]}}",,"[{""freeform"":""Via Roma Sinistra 132"",""locality"":""Jesolo"",""region"":""Venezia"",""country"":""IT"",""postcode"":""30016""}]","[{""freeform"":""Via Roma Sinistra, 132"",""locality"":""Jesolo"",""postcode"":""30016"",""region"":""34"",""country"":""IT""}]"
1074,52ca533811d2e393f2c2489c,08f42ceb512c100003192d96f3b0ae69,"[{""property"":"""",""dataset"":""FourSquare"",""record_id"":""52ca533811d2e393f2c2489c"",""update_time"":""2024-10-26T00:00:00.000"",""confidence"":1.0}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""212420589252383"",""update_time"":""2025-01-06T08:00:00.000Z"",""confidence"":0.9837452982267598}]","{""primary"":""KFC"",""common"":{},""rules"":[]}","{""primary"":""KFC""}","{""primary"":""Dining and Drinking > Restaurant > Fried Chicken Joint"",""alternate"":[""Dining and Drinking > Restaurant > Fast Food Restaurant""]}","{""primary"":""fast_food_restaurant"",""alternate"":[""chicken_restaurant"",""restaurant""]}",1.0,0.9837452982267598,"[""https://restaurants.kfc.co.in""]","[""http://kfc.co.in/""]","[null,null,""https://www.instagram.com/kfcindia_official""]","[""https://www.facebook.com/212420589252383""]",[null],,"[""079 3399 4444""]","[""+918042754444""]","{""wikidata"":"""",""names"":{""primary"":""KFC"",""common"":{},""rules"":[]}}","{""names"":{""primary"":""KFC""}}","[{""freeform"":""Prahaladnagar"",""locality"":""Ahmedabad"",""region"":""Gujarāt"",""country"":""IN"",""postcode"":""380015""}]","[{""freeform"":""Arya Bungalows, 13"",""locality"":""Ahmedabad"",""postcode"":""380015"",""region"":""GJ"",""country"":""IN""}]"
